outfit_id,top,bottom,shoes,top_color,bottom_color,shoe_color,top_fit,bottom_fit,shoe_fit,style_category,STYLE_SCORE,COLOR_SCORE,FIT_SCORE,final_score,label
O02759,white tee,cargo pants,sneakers,brown,black,gray,tailored,slim,baggy,sport,0.37,0.62,0.91,0.61,average
O02760,denim jacket,trousers,sandals,navy,red,navy,oversized,tailored,slim,casual,0.74,0.86,0.86,0.81,good
O02761,graphic tee,shorts,sandals,red,red,navy,regular,tailored,regular,casual,0.78,0.79,0.88,0.81,good
O02762,tank top,jeans,boots,white,black,brown,slim,oversized,oversized,minimal,0.47,0.5,0.57,0.51,bad
O02763,polo,trousers,sandals,gray,beige,navy,regular,regular,regular,minimal,0.32,0.73,0.5,0.5,bad
O02764,graphic tee,track pants,heels,gray,green,brown,regular,slim,slim,minimal,0.88,0.59,0.92,0.81,good
O02765,denim jacket,track pants,heels,brown,blue,red,baggy,baggy,regular,streetwear,0.47,0.82,0.51,0.59,average
O02766,linen shirt,cargo pants,sandals,navy,brown,brown,oversized,regular,baggy,minimal,0.44,0.45,0.85,0.57,average
O02767,linen shirt,cargo pants,heels,white,beige,beige,regular,slim,oversized,business,0.6,0.72,0.62,0.64,average
O02768,navy blazer,track pants,boots,beige,black,black,tailored,regular,slim,streetwear,0.52,0.8,0.52,0.6,average
O02769,linen shirt,shorts,sneakers,navy,gray,white,regular,regular,slim,streetwear,0.34,0.83,0.49,0.53,bad
O02770,navy blazer,skirt,oxfords,black,green,black,oversized,regular,oversized,streetwear,0.89,0.49,0.51,0.66,average
O02771,polo,cargo pants,oxfords,navy,brown,green,regular,oversized,regular,sport,0.82,0.95,0.7,0.82,good
O02772,sweater,skirt,sandals,black,gray,brown,oversized,tailored,regular,business,0.83,0.89,0.52,0.76,good
O02773,sweater,trousers,heels,beige,green,brown,slim,regular,regular,casual,0.51,0.43,0.44,0.47,bad
O02774,black hoodie,track pants,sandals,green,white,navy,tailored,regular,slim,business,0.37,0.7,0.85,0.61,average
O02775,linen shirt,chinos,sandals,red,black,brown,regular,oversized,oversized,streetwear,0.94,0.61,0.51,0.71,average
O02776,black hoodie,track pants,sandals,white,blue,gray,slim,slim,regular,minimal,0.69,0.54,0.59,0.61,average
O02777,flannel,jeans,oxfords,black,navy,navy,tailored,oversized,tailored,casual,0.71,0.55,0.61,0.63,average
O02778,linen shirt,track pants,oxfords,beige,beige,navy,baggy,tailored,slim,streetwear,0.9,0.59,0.73,0.76,good
O02779,denim jacket,trousers,heels,blue,beige,red,regular,regular,oversized,casual,0.31,0.77,0.87,0.62,average
O02780,tank top,shorts,oxfords,red,beige,red,baggy,tailored,baggy,casual,0.92,0.75,0.64,0.78,good
O02781,flannel,shorts,sneakers,brown,navy,beige,oversized,baggy,tailored,casual,0.4,0.51,0.88,0.58,average
O02782,linen shirt,trousers,boots,brown,green,green,baggy,baggy,baggy,minimal,0.35,0.91,0.5,0.56,average
O02783,flannel,chinos,oxfords,black,gray,gray,slim,oversized,baggy,minimal,0.49,0.86,0.76,0.68,average
O02784,white tee,skirt,loafers,brown,green,blue,baggy,slim,slim,streetwear,0.36,0.71,0.86,0.61,average
O02785,flannel,track pants,sandals,beige,black,black,slim,baggy,oversized,business,0.64,0.77,0.6,0.67,average
O02786,sweater,trousers,sneakers,white,blue,gray,baggy,regular,tailored,sport,0.87,0.74,0.9,0.84,good
O02787,graphic tee,track pants,sandals,brown,blue,beige,slim,slim,regular,business,0.72,0.44,0.81,0.66,average
O02788,graphic tee,trousers,oxfords,brown,red,gray,regular,oversized,regular,business,0.77,0.49,0.42,0.58,average
O02789,flannel,jeans,sneakers,green,brown,white,tailored,tailored,regular,minimal,0.81,0.65,0.5,0.67,average
O02790,turtleneck,jeans,sandals,beige,gray,white,slim,regular,tailored,minimal,0.45,0.9,0.77,0.68,average
O02791,linen shirt,skirt,sandals,beige,gray,green,regular,regular,oversized,minimal,0.57,0.74,0.95,0.73,good
O02792,graphic tee,cargo pants,heels,white,white,black,regular,baggy,baggy,minimal,0.92,0.78,0.71,0.82,good
O02793,denim jacket,chinos,boots,white,black,brown,tailored,slim,oversized,casual,0.87,0.45,0.46,0.62,average
O02794,turtleneck,cargo pants,sneakers,red,gray,green,slim,regular,regular,sport,0.59,0.52,0.82,0.64,average
O02795,flannel,shorts,sneakers,white,green,navy,oversized,baggy,tailored,minimal,0.51,0.81,0.6,0.63,average
O02796,linen shirt,track pants,boots,red,white,black,regular,tailored,regular,casual,0.5,0.66,0.53,0.56,average
O02797,flannel,skirt,oxfords,red,white,white,tailored,tailored,oversized,business,0.79,0.41,0.58,0.61,average
O02798,denim jacket,trousers,heels,navy,red,brown,slim,slim,regular,casual,0.38,0.61,0.63,0.52,bad
O02799,black hoodie,track pants,oxfords,white,beige,green,oversized,regular,regular,minimal,0.83,0.74,0.44,0.69,average
O02800,sweater,chinos,oxfords,white,green,white,tailored,tailored,tailored,casual,0.72,0.72,0.82,0.75,good
O02801,black hoodie,skirt,loafers,red,blue,black,baggy,oversized,slim,sport,0.76,0.53,0.92,0.74,good
O02802,black hoodie,track pants,sandals,gray,green,black,tailored,oversized,oversized,minimal,0.73,0.84,0.42,0.67,average
O02803,black hoodie,cargo pants,loafers,white,black,green,oversized,oversized,oversized,business,0.85,0.69,0.46,0.69,average
O02804,flannel,cargo pants,sandals,navy,green,navy,regular,slim,baggy,business,0.47,0.94,0.62,0.66,average
O02805,sweater,track pants,sandals,white,black,beige,slim,oversized,tailored,business,0.95,0.9,0.89,0.92,good
O02806,turtleneck,jeans,boots,white,red,white,tailored,regular,slim,sport,0.56,0.62,0.57,0.58,average
O02807,black hoodie,chinos,loafers,green,blue,black,regular,regular,tailored,streetwear,0.33,0.71,0.7,0.55,bad
O02808,turtleneck,jeans,sneakers,brown,gray,gray,tailored,baggy,tailored,casual,0.71,0.56,0.78,0.69,average
O02809,navy blazer,skirt,oxfords,beige,blue,blue,baggy,regular,baggy,streetwear,0.86,0.86,0.63,0.79,good
O02810,linen shirt,chinos,loafers,black,green,white,oversized,tailored,regular,streetwear,0.39,0.61,0.49,0.49,bad
O02811,polo,chinos,heels,gray,black,blue,baggy,slim,slim,minimal,0.78,0.57,0.76,0.71,average
O02812,navy blazer,skirt,sneakers,red,gray,white,tailored,regular,oversized,minimal,0.6,0.48,0.78,0.62,average
O02813,navy blazer,track pants,heels,gray,beige,black,oversized,oversized,baggy,minimal,0.82,0.76,0.58,0.73,good
O02814,navy blazer,trousers,sneakers,brown,gray,blue,regular,baggy,regular,streetwear,0.86,0.5,0.62,0.68,average
O02815,flannel,jeans,oxfords,beige,gray,black,baggy,slim,tailored,minimal,0.46,0.84,0.9,0.71,average
O02816,tank top,shorts,loafers,blue,brown,blue,slim,baggy,baggy,business,0.85,0.58,0.88,0.78,good
O02817,flannel,trousers,heels,navy,blue,brown,oversized,slim,regular,minimal,0.82,0.63,0.7,0.73,good
O02818,white tee,chinos,heels,white,black,black,oversized,slim,baggy,business,0.57,0.65,0.8,0.66,average
O02819,flannel,skirt,boots,navy,brown,brown,oversized,regular,regular,minimal,0.59,0.8,0.79,0.71,average
O02820,white tee,cargo pants,heels,red,black,blue,baggy,tailored,slim,sport,0.52,0.65,0.6,0.58,average
O02821,flannel,track pants,loafers,green,black,blue,baggy,baggy,oversized,business,0.67,0.6,0.82,0.69,average
O02822,navy blazer,shorts,sneakers,gray,green,blue,tailored,baggy,oversized,streetwear,0.66,0.94,0.73,0.77,good
O02823,flannel,chinos,sandals,navy,brown,blue,baggy,regular,tailored,minimal,0.71,0.84,0.9,0.81,good
O02824,white tee,chinos,boots,black,white,black,oversized,tailored,slim,casual,0.35,0.66,0.91,0.61,average
O02825,navy blazer,cargo pants,oxfords,red,gray,navy,oversized,slim,baggy,casual,0.83,0.83,0.46,0.72,average
O02826,white tee,skirt,heels,brown,navy,beige,slim,oversized,slim,business,0.62,0.49,0.55,0.56,average
O02827,sweater,skirt,oxfords,green,beige,green,oversized,baggy,oversized,sport,0.89,0.73,0.77,0.81,good
O02828,sweater,cargo pants,loafers,blue,navy,red,oversized,oversized,tailored,casual,0.58,0.64,0.89,0.69,average
O02829,graphic tee,trousers,sneakers,white,red,black,baggy,slim,regular,streetwear,0.73,0.6,0.85,0.73,good
O02830,navy blazer,jeans,sneakers,navy,red,black,tailored,regular,oversized,streetwear,0.53,0.77,0.73,0.66,average
O02831,linen shirt,jeans,sneakers,green,black,black,baggy,baggy,slim,sport,0.49,0.84,0.7,0.66,average
O02832,white tee,skirt,sneakers,gray,gray,blue,regular,regular,slim,minimal,0.74,0.83,0.42,0.67,average
O02833,denim jacket,track pants,boots,gray,green,beige,oversized,baggy,oversized,casual,0.61,0.71,0.67,0.66,average
O02834,flannel,track pants,heels,gray,white,beige,regular,tailored,tailored,minimal,0.62,0.59,0.84,0.68,average
O02835,polo,skirt,sneakers,gray,navy,red,regular,regular,tailored,business,0.87,0.61,0.8,0.77,good
O02836,turtleneck,shorts,loafers,blue,green,white,slim,slim,baggy,casual,0.63,0.84,0.78,0.74,good
O02837,graphic tee,track pants,heels,white,black,blue,tailored,oversized,oversized,sport,0.62,0.95,0.61,0.72,average
O02838,white tee,jeans,heels,black,gray,brown,baggy,oversized,regular,minimal,0.3,0.77,0.94,0.63,average
O02839,flannel,shorts,loafers,green,brown,white,baggy,tailored,tailored,minimal,0.93,0.76,0.9,0.87,good
O02840,linen shirt,trousers,oxfords,black,beige,red,baggy,oversized,regular,casual,0.85,0.47,0.57,0.65,average
O02841,flannel,cargo pants,heels,green,white,blue,tailored,baggy,tailored,streetwear,0.83,0.84,0.59,0.76,good
O02842,sweater,chinos,oxfords,white,red,green,slim,slim,baggy,casual,0.79,0.84,0.8,0.81,good
O02843,denim jacket,skirt,loafers,blue,navy,white,slim,oversized,tailored,business,0.68,0.72,0.59,0.67,average
O02844,flannel,track pants,heels,gray,blue,green,baggy,slim,oversized,casual,0.46,0.65,0.69,0.59,average
O02845,graphic tee,jeans,loafers,beige,navy,black,slim,regular,oversized,business,0.54,0.72,0.57,0.6,average
O02846,turtleneck,shorts,loafers,red,red,white,tailored,baggy,oversized,streetwear,0.41,0.61,0.51,0.5,bad
O02847,polo,skirt,oxfords,black,white,white,slim,regular,baggy,streetwear,0.63,0.92,0.46,0.67,average
O02848,white tee,shorts,oxfords,blue,white,gray,regular,tailored,slim,business,0.58,0.95,0.79,0.75,good
O02849,black hoodie,skirt,oxfords,navy,red,green,slim,baggy,slim,sport,0.79,0.46,0.8,0.69,average
O02850,denim jacket,cargo pants,heels,navy,red,brown,baggy,tailored,tailored,streetwear,0.63,0.49,0.52,0.56,average
O02851,flannel,trousers,loafers,red,red,white,oversized,regular,regular,casual,0.4,0.65,0.44,0.49,bad
O02852,tank top,shorts,heels,beige,blue,green,baggy,slim,slim,business,0.73,0.52,0.75,0.67,average
O02853,linen shirt,skirt,heels,white,blue,red,slim,slim,slim,minimal,0.95,0.93,0.76,0.89,good
O02854,polo,trousers,heels,gray,white,black,tailored,slim,slim,casual,0.75,0.49,0.66,0.65,average
O02855,denim jacket,chinos,sneakers,navy,black,gray,baggy,tailored,oversized,casual,0.87,0.41,0.9,0.74,good
O02856,turtleneck,trousers,oxfords,brown,black,brown,baggy,oversized,regular,sport,0.47,0.49,0.61,0.52,bad
O02857,turtleneck,track pants,boots,blue,beige,navy,slim,regular,oversized,casual,0.91,0.41,0.49,0.63,average
O02858,navy blazer,track pants,loafers,red,red,white,tailored,baggy,oversized,streetwear,0.79,0.92,0.43,0.72,average
O02859,sweater,cargo pants,oxfords,navy,navy,blue,baggy,oversized,slim,minimal,0.55,0.77,0.62,0.64,average
O02860,tank top,shorts,sneakers,beige,blue,blue,baggy,baggy,oversized,sport,0.54,0.86,0.87,0.74,good
O02861,white tee,jeans,heels,beige,green,beige,baggy,baggy,tailored,minimal,0.69,0.92,0.95,0.84,good
O02862,polo,cargo pants,boots,navy,green,black,oversized,baggy,regular,business,0.52,0.72,0.84,0.68,average
O02863,denim jacket,skirt,sandals,green,brown,green,tailored,regular,regular,casual,0.56,0.84,0.89,0.74,good
O02864,navy blazer,jeans,sneakers,blue,blue,green,oversized,baggy,tailored,streetwear,0.5,0.66,0.75,0.62,average
O02865,linen shirt,cargo pants,boots,black,gray,red,baggy,baggy,tailored,minimal,0.36,0.65,0.8,0.58,average
O02866,polo,trousers,loafers,gray,white,navy,oversized,oversized,tailored,streetwear,0.75,0.7,0.92,0.79,good
O02867,turtleneck,skirt,boots,black,red,brown,slim,tailored,tailored,casual,0.62,0.8,0.66,0.69,average
O02868,linen shirt,shorts,heels,black,white,red,regular,oversized,baggy,sport,0.6,0.84,0.89,0.76,good
O02869,linen shirt,shorts,heels,gray,red,black,oversized,baggy,regular,streetwear,0.69,0.7,0.86,0.74,good
O02870,flannel,shorts,loafers,white,brown,navy,oversized,regular,regular,sport,0.82,0.42,0.71,0.67,average
O02871,polo,shorts,boots,gray,black,blue,oversized,slim,slim,casual,0.38,0.59,0.65,0.52,bad
O02872,denim jacket,skirt,loafers,red,black,green,oversized,tailored,regular,sport,0.7,0.57,0.42,0.58,average
O02873,sweater,chinos,sandals,black,green,brown,tailored,oversized,baggy,minimal,0.8,0.77,0.66,0.75,good
O02874,denim jacket,trousers,boots,gray,gray,blue,slim,slim,regular,minimal,0.64,0.53,0.82,0.66,average
O02875,linen shirt,track pants,oxfords,white,black,brown,slim,slim,oversized,minimal,0.49,0.66,0.69,0.6,average
O02876,tank top,shorts,oxfords,green,red,gray,tailored,oversized,slim,sport,0.84,0.68,0.87,0.8,good
O02877,denim jacket,skirt,sneakers,black,blue,gray,baggy,tailored,slim,business,0.92,0.78,0.67,0.8,good
O02878,turtleneck,jeans,boots,beige,gray,navy,tailored,baggy,slim,sport,0.46,0.94,0.58,0.64,average
O02879,tank top,shorts,boots,white,red,navy,slim,slim,baggy,minimal,0.52,0.65,0.45,0.54,bad
O02880,sweater,shorts,sandals,beige,gray,green,regular,baggy,tailored,streetwear,0.33,0.82,0.74,0.6,average
O02881,flannel,jeans,sneakers,green,red,gray,tailored,slim,oversized,business,0.56,0.73,0.42,0.57,average
O02882,flannel,skirt,sneakers,black,navy,beige,tailored,tailored,tailored,casual,0.63,0.47,0.83,0.64,average
O02883,navy blazer,trousers,sandals,green,green,brown,oversized,baggy,regular,minimal,0.59,0.68,0.43,0.57,average
O02884,white tee,skirt,sandals,black,beige,beige,slim,baggy,oversized,sport,0.66,0.54,0.86,0.68,average
O02885,polo,skirt,boots,beige,navy,gray,regular,tailored,oversized,casual,0.43,0.64,0.41,0.49,bad
O02886,linen shirt,chinos,boots,green,brown,navy,slim,tailored,slim,business,0.39,0.73,0.85,0.63,average
O02887,polo,trousers,sandals,brown,red,beige,regular,oversized,oversized,casual,0.49,0.64,0.89,0.66,average
O02888,black hoodie,chinos,sandals,gray,gray,blue,baggy,oversized,baggy,sport,0.91,0.41,0.92,0.76,good
O02889,navy blazer,chinos,oxfords,green,black,brown,oversized,slim,tailored,minimal,0.44,0.66,0.83,0.62,average
O02890,polo,trousers,sneakers,white,red,gray,regular,oversized,regular,casual,0.88,0.47,0.94,0.77,good
O02891,polo,track pants,sandals,white,navy,beige,regular,tailored,baggy,business,0.83,0.83,0.78,0.81,good
O02892,tank top,cargo pants,boots,black,beige,blue,slim,oversized,tailored,business,0.59,0.53,0.8,0.64,average
O02893,graphic tee,track pants,sandals,green,brown,brown,baggy,tailored,tailored,casual,0.68,0.77,0.61,0.69,average
O02894,linen shirt,jeans,loafers,black,beige,beige,tailored,tailored,tailored,streetwear,0.73,0.47,0.57,0.6,average
O02895,graphic tee,skirt,sneakers,red,red,navy,tailored,slim,regular,business,0.73,0.65,0.48,0.63,average
O02896,denim jacket,trousers,heels,blue,gray,black,baggy,baggy,oversized,minimal,0.31,0.8,0.57,0.53,bad
O02897,navy blazer,track pants,oxfords,black,beige,brown,regular,slim,tailored,casual,0.89,0.58,0.74,0.75,good
O02898,flannel,skirt,boots,gray,gray,green,oversized,regular,slim,streetwear,0.92,0.83,0.53,0.78,good
O02899,linen shirt,trousers,loafers,white,blue,beige,regular,regular,regular,sport,0.81,0.61,0.95,0.79,good
O02900,white tee,cargo pants,loafers,gray,black,gray,tailored,tailored,oversized,business,0.85,0.64,0.56,0.7,average
O02901,polo,track pants,heels,white,black,beige,baggy,oversized,tailored,streetwear,0.8,0.78,0.57,0.73,good
O02902,white tee,skirt,loafers,navy,green,black,baggy,baggy,baggy,minimal,0.5,0.46,0.47,0.48,bad
O02903,sweater,shorts,oxfords,green,white,black,tailored,regular,tailored,sport,0.43,0.59,0.71,0.56,average
O02904,graphic tee,cargo pants,oxfords,gray,blue,green,regular,oversized,baggy,sport,0.91,0.47,0.94,0.79,good
O02905,sweater,track pants,boots,blue,blue,red,baggy,baggy,regular,sport,0.89,0.48,0.48,0.64,average
O02906,tank top,jeans,sandals,green,red,navy,slim,regular,tailored,sport,0.92,0.75,0.81,0.84,good
O02907,turtleneck,skirt,sandals,brown,white,blue,slim,slim,baggy,casual,0.91,0.79,0.53,0.76,good
O02908,black hoodie,skirt,loafers,green,beige,black,slim,oversized,slim,minimal,0.58,0.9,0.49,0.65,average
O02909,tank top,trousers,oxfords,blue,blue,brown,tailored,regular,oversized,casual,0.66,0.73,0.91,0.76,good
O02910,flannel,skirt,heels,black,gray,black,baggy,oversized,regular,streetwear,0.85,0.73,0.81,0.8,good
O02911,flannel,shorts,heels,white,brown,red,tailored,slim,baggy,business,0.51,0.41,0.9,0.6,average
O02912,white tee,chinos,oxfords,blue,navy,red,tailored,baggy,regular,casual,0.83,0.53,0.64,0.68,average
O02913,flannel,jeans,loafers,black,navy,blue,slim,tailored,regular,minimal,0.4,0.44,0.81,0.54,bad
O02914,denim jacket,shorts,sneakers,red,brown,navy,baggy,slim,tailored,minimal,0.75,0.75,0.9,0.8,good
O02915,white tee,track pants,sandals,green,beige,beige,baggy,regular,oversized,casual,0.4,0.56,0.62,0.51,bad
O02916,denim jacket,jeans,sandals,white,brown,red,oversized,regular,slim,minimal,0.32,0.61,0.61,0.49,bad
O02917,navy blazer,trousers,sneakers,beige,green,brown,regular,baggy,oversized,streetwear,0.48,0.57,0.72,0.58,average
O02918,tank top,track pants,oxfords,green,red,black,slim,slim,regular,minimal,0.37,0.59,0.67,0.53,bad
O02919,denim jacket,cargo pants,oxfords,blue,beige,navy,slim,regular,oversized,minimal,0.38,0.95,0.93,0.72,average
O02920,tank top,track pants,loafers,brown,white,navy,tailored,oversized,regular,minimal,0.71,0.67,0.85,0.74,good
O02921,white tee,chinos,oxfords,red,blue,brown,baggy,regular,tailored,casual,0.58,0.79,0.61,0.65,average
O02922,denim jacket,skirt,boots,green,beige,white,tailored,slim,slim,minimal,0.32,0.63,0.61,0.5,bad
O02923,black hoodie,trousers,boots,green,gray,black,tailored,tailored,tailored,streetwear,0.9,0.84,0.93,0.89,good
O02924,linen shirt,shorts,boots,brown,blue,gray,slim,regular,oversized,streetwear,0.92,0.86,0.84,0.88,good
O02925,black hoodie,skirt,loafers,brown,navy,black,slim,oversized,oversized,business,0.88,0.47,0.48,0.64,average
O02926,flannel,trousers,heels,white,black,beige,baggy,regular,tailored,streetwear,0.31,0.57,0.51,0.45,bad
O02927,polo,track pants,oxfords,beige,red,navy,tailored,tailored,baggy,casual,0.81,0.7,0.76,0.76,good
O02928,linen shirt,jeans,sneakers,red,white,black,baggy,oversized,tailored,minimal,0.61,0.48,0.55,0.55,bad
O02929,polo,trousers,boots,black,navy,brown,slim,tailored,tailored,business,0.64,0.89,0.56,0.69,average
O02930,linen shirt,shorts,loafers,black,brown,green,regular,tailored,tailored,sport,0.43,0.94,0.91,0.73,good
O02931,polo,track pants,heels,gray,blue,beige,regular,regular,tailored,casual,0.66,0.44,0.73,0.61,average
O02932,denim jacket,chinos,oxfords,black,red,brown,oversized,baggy,regular,minimal,0.8,0.74,0.68,0.75,good
O02933,navy blazer,trousers,sneakers,white,green,white,tailored,tailored,tailored,casual,0.89,0.85,0.49,0.76,good
O02934,denim jacket,track pants,loafers,white,black,blue,oversized,baggy,oversized,streetwear,0.72,0.77,0.53,0.68,average
O02935,white tee,chinos,loafers,gray,blue,brown,baggy,baggy,regular,streetwear,0.73,0.86,0.87,0.81,good
O02936,graphic tee,shorts,oxfords,black,black,black,baggy,tailored,oversized,streetwear,0.44,0.59,0.55,0.52,bad
O02937,black hoodie,chinos,sneakers,white,gray,red,baggy,oversized,baggy,sport,0.53,0.63,0.54,0.56,average
O02938,black hoodie,skirt,heels,green,blue,beige,tailored,regular,baggy,streetwear,0.75,0.93,0.8,0.82,good
